timestamp,kube-prom-stack-kube-prome-operator-7744b7b479-8898m_cpu_usage,kube-prom-stack-kube-prome-operator-7744b7b479-8898m_memory_usage,kube-prom-stack-kube-prome-operator-7744b7b479-8898m_network_input,kube-prom-stack-kube-prome-operator-7744b7b479-8898m_network_output,kube-prom-stack-kube-prome-operator-7744b7b479-8898m_disk_read,kube-prom-stack-kube-prome-operator-7744b7b479-8898m_disk_write,kubernetes-dashboard-54b48fbf9-vsz2f_cpu_usage,kubernetes-dashboard-54b48fbf9-vsz2f_memory_usage,kubernetes-dashboard-54b48fbf9-vsz2f_network_input,kubernetes-dashboard-54b48fbf9-vsz2f_network_output,kubernetes-dashboard-54b48fbf9-vsz2f_disk_read,kubernetes-dashboard-54b48fbf9-vsz2f_disk_write,dashboard-metrics-scraper-5657497c4c-4wntk_cpu_usage,dashboard-metrics-scraper-5657497c4c-4wntk_memory_usage,dashboard-metrics-scraper-5657497c4c-4wntk_network_input,dashboard-metrics-scraper-5657497c4c-4wntk_network_output,dashboard-metrics-scraper-5657497c4c-4wntk_disk_read,dashboard-metrics-scraper-5657497c4c-4wntk_disk_write,hostpath-provisioner-7df77bc496-sxbt9_cpu_usage,hostpath-provisioner-7df77bc496-sxbt9_memory_usage,hostpath-provisioner-7df77bc496-sxbt9_network_input,hostpath-provisioner-7df77bc496-sxbt9_network_output,hostpath-provisioner-7df77bc496-sxbt9_disk_read,hostpath-provisioner-7df77bc496-sxbt9_disk_write,tempo-0_cpu_usage,tempo-0_memory_usage,tempo-0_network_input,tempo-0_network_output,tempo-0_disk_read,tempo-0_disk_write,coredns-864597b5fd-wzpdj_cpu_usage,coredns-864597b5fd-wzpdj_memory_usage,coredns-864597b5fd-wzpdj_network_input,coredns-864597b5fd-wzpdj_network_output,coredns-864597b5fd-wzpdj_disk_read,coredns-864597b5fd-wzpdj_disk_write,kube-prom-stack-prometheus-node-exporter-6gctz_cpu_usage,kube-prom-stack-prometheus-node-exporter-6gctz_memory_usage,kube-prom-stack-prometheus-node-exporter-6gctz_network_input,kube-prom-stack-prometheus-node-exporter-6gctz_network_output,kube-prom-stack-prometheus-node-exporter-6gctz_disk_read,kube-prom-stack-prometheus-node-exporter-6gctz_disk_write,kube-prom-stack-kube-state-metrics-548b48db88-v2hmp_cpu_usage,kube-prom-stack-kube-state-metrics-548b48db88-v2hmp_memory_usage,kube-prom-stack-kube-state-metrics-548b48db88-v2hmp_network_input,kube-prom-stack-kube-state-metrics-548b48db88-v2hmp_network_output
2024-04-19 15:06:21,0.4490228169866928,0.3228105906313647,0.727458738001578,0.7667801348817164,0.0,0.0,0.8662939712153189,0.0,0.6892098070940955,0.0,0.7623199786382587,0.0,0.2516242461483953,0.0,0.0,0.0,0.7805319883860633,0.0,0.1997247933797572,0.0,0.5334750109767163,0.4482497211924836,0.7144133011334991,0.0,0.6527610058688805,0.0,1.0,1.0,0.8503797163715332,0.0,0.2262748530124683,0.0,0.0,0.0,0.8359131262125006,0.0,0.1322217609819565,0.0,0.0255453637176181,0.6928757835742689,0.0,0.0,0.3089788541097745,0.8216738197424891,1.0,0.0146061844472551
2024-04-19 15:06:26,0.4490228169866929,0.3228105906313647,0.8204621380364975,0.8984237706450285,0.0,0.0,0.9120829240532934,0.0,0.808734765835663,0.0225002847230327,0.7623199786382587,0.0,0.2806538522191716,0.0,0.0,0.0,0.8638653217193966,0.0,0.2426991246294671,0.0,0.6438602093135455,0.5558981963442429,1.0,0.0,0.736944160989856,0.0,1.0,1.0,0.907639540303538,0.0,0.2510172254739263,0.0,0.0,0.0,0.8990632942742653,0.0,0.112488761277486,0.0,0.0457646281406559,0.9489063708299325,0.0,0.0,0.3547333111601135,0.8216738197424891,1.0,0.0146061844472551
2024-04-19 15:06:31,0.4490228169866929,0.3228105906313647,0.8922235615034413,1.0,0.0,0.0,0.9578718768912678,0.0,0.9282597245772304,0.0450005694460654,0.7623199786382587,0.0,0.3052948982837574,0.0,0.0,0.0,0.94719865505273,0.0,0.2447492992354682,0.0,0.7542454076503746,0.6635466714960019,1.0,0.0,0.8211273161108317,0.0,1.0,1.0,0.964899364235543,0.0,0.2754765103343198,0.0,0.0,0.0,1.0,0.0,0.1250833325116632,0.0,0.0470246095651027,1.0,0.0,0.0,0.3547333111601135,0.8216738197424891,1.0,0.0146061844472551
2024-04-19 15:06:36,0.5626933442311066,0.3228105906313647,0.799220161468522,0.8683563642366882,0.0,0.0,1.0,0.0,1.0,0.0492771330202981,0.7623199786382587,0.0,0.3052948982837574,0.0,0.0,0.0,1.0,0.0,0.2192617794513701,0.0,0.8646306059872038,0.7711951466477611,0.8763761965165633,0.0,0.878952625191946,0.0,1.0,1.0,1.0,0.0,0.2616678472843601,0.0,0.0,0.0,0.9430154656321716,0.0,0.2648506718014731,0.3007256113947862,0.0282221927687279,0.72869900506984,0.36635894763576,0.0,0.3547333111601135,0.8216738197424891,1.0,0.0146061844472551
2024-04-19 15:06:41,0.4141689284521599,0.3406313645621193,0.7062167614336023,0.7367127284733758,0.0,0.0,0.4505325659443073,0.0,1.0,0.0492771330202981,0.7623199786382587,0.0,0.0365638592547775,0.0305663769853161,0.0,0.0,0.0235438413082359,0.0,0.2097924973202592,0.0,0.9750158043240328,0.8788436217995204,0.830446710900782,0.0,0.50936372062547,0.0099728014505888,0.0,0.1816114999731476,0.3271222621995253,0.0673301738479442,0.2011835629729954,0.0,0.0,0.0,0.7339622091532073,0.0,0.2564609968851928,0.3007256113947862,0.1058644080823348,0.5468512810580922,0.36635894763576,0.0,0.3009783753685102,0.8216738197424891,1.0,0.0146061844472551
2024-04-19 15:06:46,0.4602596449181142,0.3416496945010188,0.6132133613986829,0.6050690927100636,0.0049511648146865,0.0,0.5918640310205056,0.0619322873658134,1.0,0.0492771330202981,1.0,0.6091049987102214,0.4531277720358109,0.1756068324842672,0.6637571482083905,0.7193625329498322,0.0965788582368408,0.5487291991157198,0.2492661918685106,0.0449966420416387,1.0000000000000002,0.917967445248386,0.6870413390457774,0.0,0.0601385446326071,0.0099728014505888,0.0,0.1816114999731475,0.0,0.0771571009668572,0.2409805973502286,0.0617891177374732,0.0,0.0,0.6124258779836185,0.0,0.2480713219689125,0.3007256113947862,0.1079218869725074,0.5665684946242608,0.36635894763576,0.0,0.286500491290942,0.8216738197424891,0.7607635238730023,0.4045920713128183
2024-04-19 15:06:51,0.2039312111157907,0.3416496945010188,0.5202099613637633,0.4734254569467515,0.0079411969223053,0.0,0.3947430728818511,0.0619322873658134,0.7342684217198083,0.6803802497084455,0.6207095792081958,0.7093208559449771,0.5237954239859473,0.1756068324842672,0.7478178611562928,0.8081147077233841,0.1174743557921937,0.6213277912933924,0.2444352015349766,0.0950302216252518,1.0000000000000002,0.917967445248386,0.2175678018282807,0.0,0.103268634882021,0.011786038077969,0.0,0.1816114999731475,0.0,0.0869840280857702,0.3553996378894655,0.149861666154319,1.0,0.2365395166889112,0.2255296726206981,0.0,0.5288284669890514,0.6173071754904594,0.1148919468330359,0.1503239801228449,1.0,0.0,0.5587501302586357,0.8268240343347637,0.476175956407287,0.5352019496794745
2024-04-19 15:06:56,0.2824745186612421,0.3416496945010188,1.0,0.4155414881870433,0.0113727280728069,0.0,0.3947430728818511,0.0619322873658134,0.7342684217198083,0.7746635371389449,0.6207095792081958,0.806213903963318,0.5237954239859473,0.1756068324842672,0.8318785741041952,0.8968668824969361,0.1174743557921937,0.6939263834710648,0.2370763741711968,0.0950302216252518,0.912394063461298,0.98739539700038,0.0051941744479426,0.0,0.5189321636295008,0.1038077969174979,0.0,0.1816114999731475,0.0050348693070666,0.4245811500095673,0.3553996378894655,0.149861666154319,1.0,0.2365395166889112,0.2255296726206981,0.0,0.5407127632526738,0.6173071754904594,0.1275529335088883,0.1507244259703768,1.0,0.0,0.9090061990287536,0.8317596566523604,0.476175956407287,0.6079684350073887
2024-04-19 15:07:01,0.282474518661242,0.3416496945010188,1.0,0.4155414881870433,0.0113727280728069,0.0,0.3947430728818511,0.0619322873658134,0.7342684217198083,0.8689468245694446,0.6207095792081959,0.903106951981659,0.5237954239859473,0.1756068324842672,0.9159392870520976,0.9856190572704882,0.1174743557921937,0.7665249756487374,0.2370763741711968,0.0950302216252518,0.912394063461298,0.98739539700038,0.0051941744479426,0.0,0.5189321636295008,0.1038077969174979,0.0,0.1816114999731475,0.0050348693070666,0.4772269874598913,0.3553996378894655,0.149861666154319,0.9999999999999996,0.2365395166889111,0.2255296726206981,0.0,0.5407127632526738,0.6173071754904594,0.1397905942504455,0.151058113208584,1.0,0.0,0.9090061990287536,0.8317596566523604,0.476175956407287,0.680734920335303
2024-04-19 15:07:06,0.1073414086491874,0.3416496945010188,1.0,0.4155414881870433,0.0113727280728069,0.0,0.3947430728818511,0.0619322873658134,0.7342684217198083,0.9106731655098992,0.6207095792081959,1.0,0.4856300520269173,0.1756068324842672,1.0,1.0,0.1061893560156091,0.83912356782641,0.2370763741711968,0.0950302216252518,0.912394063461298,0.98739539700038,0.0051941744479426,0.0,0.5189321636295008,0.1038077969174979,0.0,0.1816114999731475,0.0050348693070666,0.5298728249102151,0.1695844885504968,0.149861666154319,0.9999999999999996,0.2365395166889111,0.1349954175287857,0.0,0.4046363574868054,0.7438860521365224,0.1486640106260842,0.1513495981117139,0.2993445390346135,0.0,0.9090061990287536,0.8317596566523604,0.476175956407287,0.7535014056632173
